Start,End,Text
6947.97,6983.2,"Bunu gayet iyi biliyor. Bunu bizzat ben yaşadım. Dolayısıyla sizin yaşadığınız acıların tümünü yaşayan bir kişiyim. Onu da bilmenizi isterim. Afad bize ya Recep Tayyip Erdoğan bize 10.000 TL veriyor işte. Burada bir yanlış yapıyorsunuz. 10.000 lirayı Erdoğan cebinden veriyorsa eyvallah ama benim paramı veriyor. Sizin paranızı veriyor. Yani devletin parasını veriyor, devletin parasını afad veriyor. Afad kim partinin yan kuruluşu olsa eyvallah ama değil, devletin kuruluşu devlet size yardım ediyor. 85 milyondan topladığı vergilerle size yardım edecek, buna kimse karşı çıkmaz ama bunu Erdoğan yapıyor derseniz o ayrı bir şey, o farklı bir şey. Erdoğan'ın oluşturduğu politika dersleri sen bunu kabul ederim ama yardımı yapan."
6983.2,7018.45,"Milletin kendisidir, parti değildir, onu da bilmenizi isterim. Bir hukukçu arkadaşımız türk türkiyeli diye asla türkiyeli demedim. Şöyle Türkiye kökenli 2 alman vatandaşıdır. Türkiye kökenli 2 alman vatandaşı evet ovid 19 aşısını bulan Türkiye kökenli yani Türkiye kökleri türkiye'de olan 2 alman vatandaşı diye ifade ettim. Diğer parti yetkilileri an ve an bilgi verdi diye bir not almışım. 28 mayıs'ta sistem çalışacak mı? Diye soran arkadaşım, elimizden geldiği kadar bir şeyler yapmaya çalıştık. Aksaklıkların olduğunu ben de biliyorum ama yani öyle sosyal medyada tabi bu çok fazla köpürtücü belli sıkıntılar çıktı."
7018.45,7053.69,"Sıkıntının kaynağı da biziz. Onu da rahatlıkla ifade ediyor. Bunun olmaması gerekiyordu. Zaten ilgili arkadaş da sorumlu davrandı ve kendisi o görevden çekildi. Oraya başka bir arkadaşı getirdik. Başörtülü bir arkadaşımızın söylediği arada bir 10 sene var diyorsunuz. E dolayısıyla helalleşme kolay mı diyorsun? Hayır, kolay değil. Ben öyle bir şey söylemedim. Tam tersine zor bir şeydir ve mağdur olanı yaşadığı mağduriyeti bilmeniz lazım. Ben başörtüsü dolayısıyla taktığı başörtüsü dolayısıyla evine gittiğimde çocuklar gibi ağladığını biliyorum. Öğretmen kadının nasıl ağladığını biliyorum, onun derdinin ne olduğunu da gayet iyi biliyorum, gidip onu ziyaret ettim, onun dertlerini dinledim, müfettişlere nasıl"
7053.69,7085.86,"Ifade verdiğini hangi sıkıntılara girdiğini mesleği nasıl bırakmak zorunda kaldığını bütün bunları anlattı. Ben sadece bir örnek verdim. Ankara'daki bir örnek pek çok yerde bunun örneğini verebilirim. Sadece o değil, bakın yanlış hatırlamıyorsam kuzey ırak'ta 2 askerimizi yakarak öldürüldü yakılarak ve bunların katillerinden birisi türkiye'ye geldi ve serbest bırakıldı. Biz bir gazeteci arkadaşımızın yazması üzerine bu tekrar tutuklandı ve hapse atıldı. Bunu kim serbest bıraktı, nasıl serbest bırakıldı? Bu bilmiyoruz ikinci askerin ailesi hâlâ kendi ailesi cenazesi dahi yok. Konya'da o aileye de gittim, onları da ziyaret ettim."
7085.86,7121.09,"Diyorsunuz ki, güven verirseniz bu bir politik maske mi? Benim maske takmaya, hele hele öyle bir ihtiyacım da yok değil. Şey yapacağım yani sonuçta bir mağduriyet var. Bu mağduriyetin giderilmesi lazım. Bu mağduriyetin aktörü de biz değiliz. Aslında aktörü devletin kendisi aslında onlar yaptı. Bizi bu dönemde iktidar olmadı ki bütün suç bizim üstümüzde ama şöyle biz bu olayın ortaya çıkması ve devletin bir kanadının bunu desteklerken biz de onu destekledik. Bizim kanaatimiz orada yoksa başka bir yerde kabahatim yok, işsizlik konusu türkiye'nin en temel sorunlarından birisidir. Biliyorum muhtarlara birer yardımcı vermek gerekiyor, belli sayıdaki nüfusa bakan muhtarlara vermek gerekiyor, evet birer ya."
7121.09,7152.59,"Yardımcı vermemiz lazım. Muhtar bir yere gittiği zaman en azından açık kalmalı. Hele şimdi binlerce icra dosyası geliyor ve muhtarın bunu tek başına yapma şansı yok. Bizim bazı belediyelerimiz muhtarlara yardımcı veriyorlar. Evet, bu bir sorunu çözüyor biraz ama o muhtar belediye aleyhine bir şey söylerse ben elemanını geri çekiyorum der. Biz vermeliyiz ki gerekirse muhtar Belediye Başkanı rahatlıkla eleştirebilirsin. Evet bu kadardı. 8 buçuk saattir, 8 saattir buradayız, inanılmaz bir performans bence gerçekten son özellikle herkesin sorusunu not alıp cevaplamanız da takdire şayandı, tak tak tak tak gittiniz."
7152.59,7154.27,"Sağ olun, sağ olun."
7154.27,7188.6,"Sağ olsun veda konuşmanızı yapmadan önce benim de 2 soru sormam lazım. Mesela sosyal medyada en çok gelen soruyu soracağım ama ondan önce kendi şahsi çıkarım için bir soru soracağım. Benim bu programa sizi davet ettiğim tweeti biliyorsunuz. Mesela o tweeti atmasaydım yine de siz mesela talep edecek miydiniz? Bu programa katılmayı şöyle baştan bu birinci aşamada da aslında gelmek istiyordum ama şartlar izin vermedi. 10'a çıkart nedeni de şu, aynı gün birden fazla ile gidip konuşma yapmak zorunda yani miting yapmak zorunda, bazen 3 yıla bazen 4 yıla, dolayısıyla gelme şansım yoktu, şimdi ise bu şans doğdu çünkü ikinci tura kalınca miting yapmamaya karar verdik."
7188.6,7223.83,"Evet, dolayısıyla daha rahat gelebilirim diye düşündüm. Sizler de lütfedip kabul ettiniz. Ben de geldim ve ben ayrıca şunu da istedim, tabii her görüşten arkadaşın olmasını ve özgürce soru sora bilmelerini+ benim de samimi olarak cevap vermemi bekliyorlar. Dolayısıyla buradaki temel mesele şu, benim gözümden temel mesele şu, birimizi daha iyi anlamalıyız. Yani görüşlerimiz farklı olabilir, elbette olabilir, yani niye farklı olmasın? Görüşlerimiz farklı olabilir ama birbirimize saygılı olmalıyız. Kutuplaşmadan çekinmeyiz, kutuplaşma olmalıyız. Eğer kutuplaştırmak toplum ayrışır, toplum kavga eder, kimlikler üzerinden siyaset yapmayalım, inanç."
7223.83,7259.46,"Üzerinden siyaset yapmayalım siyaseti deprem zaten evini nasıl yapacağız, işsizlik sorunu nasıl çözeceğiz? Fiyatlar artıyor, nasıl olacak, doların nereye gideceği belli değil. Nasıl olacak, kişi başına gelir düşüyor. Bütün bunların hepsini düşünüp bunları çözüm üretmemiz gerekiyor. Siyaset kurumunun görevi bu. Ama bir bakıyorsunuz bir yerlerde bir afişler, bir pankartlar. Sen şunu yaptın sen bunu yaptın, vallahi ben yapmadım, yok sen yaptın tam tersine kısır bir garip sürecin içine Türkiye sokuldu, buradan çıkmamız lazım, çok teşekkür ederim, çok büyük bir katkıdır. Bu programa gelip saatlerce burada gideriz, günlerdir uyumuyorsunuz, koşturuyoruz biliyorum sizin tabii ki elbette böyle bir düşünceniz yoktur."
7259.46,7267.41,Ikinci turda kaybetmeniz durumunda Cumhuriyet Halk Partisi genel başkanlığından çekilecek misiniz üzer.
7267.41,7274.32,"3 endişe etmeyin, ikinci turda kazanacağız."
7274.32,7276.66,"Çok teşekkür ederim, efendim sağ olsun."
7276.66,7283.67,"Evet hepinize hepinize iyi sabahlar diyip görüşürüz, görüşürüz, hoşça kalın, sağ olun sağ olun."
7283.67,7290.14,"Nedir? Tamam söyle söyle, buyurun dinliyorum, söyle söyle söyle söyle, açık açık söyle söyle."
7290.14,7294.5,Söyle.
7294.5,7296.03,Yok estağfurullah.
7296.03,7303.7,Adıyaman'a geldiniz. Çok büyük bir ahlaksızlıkla karşı karşıya kaldığımız tüm Adıyaman aradılar. Sizden çok büyük özür diliyorum.
7303.7,7335.45,"Ikinci olarak efendim saygıdeğer başkanım geliyorsunuz, adıyaman'a ev yapacağız diyorsunuz, bedava vereceğiz diyorsunuz. Konu kapanıyor, iktidar geliyor. Adıyamana dök tipeez gösteriyor diyor ki biz top model ev yapacağız. Sayın başkanım yanlış anlamayın. Bizim hepimizin evleri başkaydı. Sen hiç proje yok, hiçbir evi modeli yok, zemin etüdü, çalışması yok, ekonomiye bir katkı yok, iktidarına da tek tipe ben bunu yapıyorum, istiyorsan geç istiyorsan geçme sayın genel başkanım 9.000.000 oy demek bana adıyaman'dan geldi, 11 yıl toplam 9.000.000."
7335.45,7344.9,"O bölge tamamıyla şunu diyor, ya bu tayyibe oy vermemek lazım. Çok afet, haksız amacım, saygısız tabi tabi."
7344.9,7375.71,"Ne yapsa Tayyip yapar çünkü o projeyle geldi. Kemal bey'in projesi bile yok. Lütfen buna dikkat edin. Ikincisi efendim. Bu benim için bu bizim gibi muhafazakar toplumlar için çok önemli. Lütfen yanlış anlamayın. Sizin partinizde Sezgin tanrı kulu denen bir milletvekili var, amacım saygısızlık değil diyor ki, aziz türk milletinin çok silahlı kuvvetine.ch p Atatürk koymuş bir asker, Atatürk bizim ulu önderimiz ve subaylık a yükselmiş diyor ki tens kimyasal silah kullandı."
7375.71,7386.16,"Efendim benim çok kanıma dokunuyor. Ben çok takılıyım. TSK asla kimyasal silah kullanmaz. TSK, bizim yatak odamız namusumuz biz onu."
7386.16,7392.81,"Söyledik, evet, yoktu mısın? Biz onu söyledik. Kimyasal silah kullanılmadığı konusunda söyledik."
7392.81,7395.29,Hemen şöyle.
7395.29,7425.56,"Konda'nın verilerine göre türkiye'de oy verebilecek 3.000.000 Alevi seçmen var. CHP ise son seçimlerde 12.000.000 oy aldı. Yani tüm Alevi vatandaşlarımızın chp'ye oy verdiğini varsaysak bile chp tabanının %20 beşi Alevi kökenli vatandaşlarımızdan oluşuyor. Ancak chp'nin yönetimi ve delegasyon kadrolarına baktığımızda bu oranın %25 şeklinde değil de tam aksine dörtte 2, dörtte 3 gibi oranlarda görüyoruz. Örnek vermem gerekirse ben kütahya'da şu an aktif olarak ana kademe yönetimi yer alıyorum chp'de."
7425.56,7460.8,"Ancak beni yönetim kadrolarında yer veren ali kartaş beni Alevi zannettiğini adım ali olduğu için Alevi zannettiğini ağzından kaçırdı. Daha sonrasında şu an partide aleviler'e karşı uygulanan pozitif ayrımcılık o kadar absürt bir noktaya geldi ki gençler partide yükselebilmek adına Alevi taklidi yapmaya başladı. Örnek vermem gerekirse Kütahya Gençlik Kolları Başkanı uğur demir, Alevi olmadığı halde partili ortamlarda sorulduğunda aleviyim diyor. Bir sefer bu çok büyük bir hata. Eğer bu yapılıyorsa çok büyük bir hata. Az önce dedim, inanç üzerinden siyaset yapılmaz, kimlik üzerinden siyaset yapılmaz. Eğer siz."
7460.8,7475.78,Orada güçlü bir yapı oluşturursanız söz veriyorum ben o yapıyı da değiştiririm. Yeter ki gelin genç arkadaşlar gelsin zaten. Dalyan'ın yönetiminden biraz rahatsızım. Onu da değişik zamanlarda ifade ettim. O yapının biraz değişmesi lazım.
7475.78,7511.44,"Buluştunuz sana sizin adaylığınız kesinleşmeden önce 5 Şubat günü Boğaziçi nde öğrencilerin yaptığı çağrıyı ben yönetim grubumuza paylaştım. Dedim ki gençler genel olarak Kemal kılıçdaroğlu'na aday istemiyorlar dedim. Bu bakın yönetim grubu mesajlarınızı ve hayır efendim olabilir atınca hanım hiçbir açıklama yapmaksızın beni gruptan çıkarttı ve o günden beri ne bir aramama Nevin mesajıma cevap verdi. Ben son derece kibar bir dille sadece dedim ki gençler genel olarak Kemal kılıçdaroğlu'nun adayı olarak istemiyorlar, bunu dile getiriyorum dedim ve beni bundan dolayı partimden apo."
7511.44,7546.26,"Hiçbir mesajıma cevap vermiyorlar. Buyurun mesajları hepsini gösterebilirim. Sayın kapalı tv'lerde paylaşalım. Haber kanalları istiyorsa onlarla da paylaşırım. Yani paylaşabilirsiniz. Tabi herhangi bir sorun yok. Sorun şu, hayır efendim yahu efendim sorun o değil. Ben size ne söyledim, gençler değil misiniz? Birleşin gençler deyin ki biz buradaki yönetimi değiştirmek istiyoruz. Yav nasıl yetmez sizin gücünü siz gençsiniz ya oturun örgütlerinin bir araya gelin Gençlik Kolları, kadın kolları yerin bir araya deyin ki biz burayı değiştireceğiz, söz size destek vereceğim, değiştirin kendi aranızdan bir il başkanı seçin, niye seçmiyorsunuz yapın deyin."
7546.26,7570.86,"Ve biz 10 kişi, 15 kişi, 20 kişi, 25 kişi 30 kişi birleşti. Tamam değiştireceğim diye siz bunu yapmıyorsunuz. Yeter ki siz örgütlü olun. Yani bir araya gelin. Biz bunu değiştireceğiz deyin. Ben size her türlü desteği vereceğim. Dediğim gibi yapıdan memnun değilim ama o yapının değişmesi lazım. Peki arkadaşlar?"
7570.86,7574.99,Edeceğim.
7574.99,7607.54,"Şöyle bir şey söylemem lazım. Furkan Bölükbaşı videosunu yayınlayacağız. Söz verdiğim için Davutoğlu beyefendinin programında da kendisi dışarıdan video istememişti. 3 video gelmişti. Bunda da sayın Kemal Kılıçdaroğlu beyefendinin ekibi itiraz ettiler olabilir. Sonuçta böyle bir hak var. Ben furkan'a söz verdim. Yayınlanacağına dair daha önce erlik arkadaşımızın, diğer arkadaşlarımızın da videolarını yayınlayacağım, söz vermiştim ama davutoğlu'nun ekibi istemediler. Biz de Davutoğlu beyefendi gittikten sonra yayınladık. O yüzden furkan'ın videosunu bu programda yayınlanmasını istiyorum. Bu programı da gıybet bölümün içerisinde değil, baya ana bölümün içerisine koyacağım çünkü adama söz verdik, gönderin videosunu abiciğim"
7607.54,7639.87,"Bu videoyu oğuzdan uğur'a Kemal kılıçdaroğlu'na sormasını istediğim bir soru için çekiyorum. Kemal kılıçdaroğlu'nun şimdi ifade edeceğim bazı sözlerini hepimiz biliyoruz. Mesela biz hapiste hasta yatan PKK, lığ ya da gittik. DHKPC liye de gittik veya p yi terör örgütü olarak görmeyiz. Kendi bulunduğu yerde kendisini halkını savunan bir örgüt olarak görürüz. Ha bu arada YPGPKK nin Suriye kolu veya Selahattin demirtaş'ın serbest bırakılmasını istiyorsanız, Osman kavala'nın serbest bırakılmasını istiyorsanız."
7639.87,7671.19,"Bize katılacaksınız veya bu tür iddialar aslında Selahattin Demirtaş beni alacak, göğsüne şeref madalyası olarak taşıyacaktır. Yani veya Cumhuriyet Halk Partisi kurultayındasoyluyorum.ch p iktidarında yerel yönetime özellikli şartını mutlaka getireceğiz. Bu sözlerinizi herkes hatırlıyor. Anladığım kadarıyla PK nin siyasi uzantısı olduğunu açıkça dile getiren, her fırsatta PKK ya ve Abdullah öcalan'a övgüler düzen eski ismiyle HDP."
7671.19,7702.16,Yeni ismiyle yeşil sol partiye büyük bir hoşgörü duyuyorsunuz. Ortak mitingler düzenliyorsunuz ve onların da hâlihazırdaki Cumhurbaşkanı adayı sizsiniz. Hem PKK ile başları hem de HDP temsilcileri sizin için destek açıklamaları yapıyor. Öte yandan ise domuz Bağcılar ve kadın düşmanları dediğiniz hüdapar var. Anladığım kadarıyla hüda par'dan hiç haz etmiyorsunuz. En azından son yaptığınız açıklamalara bakarsak merak ettiğim bir şey var. Desteklediğiniz ve Cumhurbaşkanı adayları olduğunu HDP nin aksine.
7702.16,7733.37,"Gıda parti türk bayrağını benimsiyor. Bütün bürolarında seçim stantlarında ve mitinglerinde gururla taşıyor. Vatanın bölünmez bütünlüğüne sahip çıkıyor ve asla farklı bir ülke kurmak gibi bir talebi olmadığını ve olamayacağını söylüyor. Hizbullah dahil olmak üzere hiçbir terör örgütünün doğrudan veya dolaylı devamı temsilcisi mirasçısı olmadıklarını açıkça dile getiriyor. Hatta sahipsiz kadınları devletin sahip çıkmasını, annelere devletin zorunlu maaş bağlamasını ve emeklilik hakkı tanımasını talep ediyor."
7733.37,7763.86,"Üstelik siz hüda par'a yenikapı'da ortak Kudüs mitingi yapmış ve o zamanki hüda par başkanıyla yan yana fotoğraf vermişsiniz. Istanbul il başkanınız olan Canan Kaftancıoğlu, gıdaları kahve içmeye davet etmiş, yine siz erbakan'ı anma programında daha birkaç ay önce hüda par Genel Başkanı Zekeriya yapıcıoğlu en önden seyretmiş ve bütün konuşmasını alkışlamış mısınız? Dahası, millet ittifakı'nın bütün liderleri hüdapar ile parti bazında kurumsal olarak görüşmüş nedense."
7763.86,7797.59,"Cumhur ittifakı'na katıldıktan sonra birden hüda para domuz bağcı ve kadın düşmanı diye iftira atmaya başladınız. Madem hüda par terörist domuz bağcı ve kadın düşmanıydı hem siz hem de bütün millet ittifakı liderleri neden yıllardır hüda parla görüşüyorsunuz? Kahve içmeye davet ediyorsunuz veya alkışlıyorsunuz merak ediyorum elliden fazla insanın katledilmesinde, özellikle de 16 yaşındaki Yasin börü'nün sokak ortasında vahşice işkence edilerek katledilmesinde azmettirici olarak yargılanan Selahattin demirtaş'a gösterdiğiniz hoşgörüyü."
7797.59,7828.48,"10 yaşında kız çocuklarını dağa kaçırarak terör baronlarının yatağına sokar ve tecavüz edilmelerine sebep olan HDP ye gösterdiğiniz hoşgörüyü hüda par hak etmiyor mu? Sizin hoşgörü göstermeniz için bir partinin illaki terör örgütü destekli ve vatan düşmanı olması lazım. Teşekkürler ben galiba artık halüsinasyon görmeye başladım. Çünkü bizim sanırım 72 saate geliyor. Bu programa gelmeden evvel de uyuyamadık. Sizden istirhamım ben gideyim abi görüşürüz, teşekkür ederim, uygu ağzını kapat eşler gel."
7828.48,7833.71,"Kara delik olsun oğlum oraya çekildik, yine bir adam."
7833.71,7850.22,"Estağfurullah çok teşekkür ederim abi görüşürüz, ayaklarınıza sağlık olsun."
7850.22,1.38,Türkiye'nin en hızlı kripto para borsası ile cry pass mevzular açık mikrofonu sundu.
